ALB3;7.760519;-73.389436;IGS08;1;San Alberto; Colombia
ALB4;43.934178;-357.863201;IGS08;1;Albi; France
ALB5;39.945776;-343.54408;IGS08;1;Albidona; Italy
ALBA;38.977918;-1.856401;IGS08;1;Albacete; Spain
ALBB;43.934111;-357.863262;IGS08;1;Albi; France
ALBE;34.475423;-87.864554;NA12;1;Belgreen; USA
ALBH;48.389781;-123.48747;NA12;1;Colwood; Canada
ALBI;10.663494;-61.514668;IGS08;1;Port of Spain; Trinidad and Tobago
ALBL;43.676566;-93.329738;NA12;1;Albert Lea; USA
ALBM;43.947155;-357.847552;IGS08;1;Albi; France
ALBU;32.081644;-88.233155;NA12;1;Butler; USA
ALBY;-34.950227;-242.189813;IGS08;1;Drome WA; Australia
ALC1;33.262278;-88.095398;NA12;1;Carrollton; USA
ALC3;37.982033;-347.033278;IGS08;1;Alcamo; Italy
ALC4;38.78532;-8.872933;IGS08;1;Samora Correia; Portugal
ALC5;41.057899;-0.1453;IGS08;1;Alcañiz; Spain
ALC6;33.104557;-86.75055;NA12;1;Calera; USA
ALCA;37.730768;-0.860799;IGS08;1;Los Alcázares; Spain
ALCE;32.946012;-87.150639;NA12;1;Centreville; USA
ALCH;31.450991;-88.195883;NA12;1;Chatom; USA
ALCI;48.456937;-321.0939;IGS08;1;Mykhailivka; Ukraine
ALCL;32.839945;-86.629836;NA12;1;Clanton; USA
ALCN;34.16305;-85.658623;NA12;1;Centre; USA
ALCO;38.697987;-0.473544;IGS08;1;Alcoi; Spain
ALCU;34.179872;-86.844877;NA12;1;Cullman; USA
ALD1;50.779325;-113.941083;NA12;1;Okotoks; Canada
ALDA;42.754404;-2.331927;IGS08;1;Alda; Spain
ALDB;52.153168;-358.397169;IGS08;1;Aldeburgh; UK
ALDE;27.984773;-15.780271;NA12;1;La Aldea de San Nicolas de Tolentino; Spain
ALDI;30.249169;-88.077976;NA12;1;Dauphin Island; USA
ALDO;31.239493;-85.440197;NA12;1;Dothan; USA
ALDS;34.148175;-87.404866;NA12;1;Double Springs; USA
ALE3;40.849165;-334.146546;IGS08;1;Alexandroupoli; Greece
ALEB;31.091457;-87.055647;NA12;1;East Brewton; USA
ALEF;29.691833;-95.635052;NA12;1;Beechnut Crossing Center; USA
ALEP;19.541161;-155.644108;NA12;1;Waiākea-Uka; USA
ALES;44.923288;-351.383692;IGS08;1;Alessandria; Italy
ALEX;45.892489;-95.384412;NA12;1;Alexandria; USA
ALFA;33.685213;-87.829316;NA12;1;Fayette; USA
ALFL;34.897455;-87.797198;NA12;1;Underwood-Petersville; USA
ALFO;30.416956;-87.675079;NA12;1;Foley; USA
ALFR;43.446658;-70.730066;NA12;1;Alfred; USA
ALG2;45.95525;-78.070874;NA12;1;Lake Traverse; Canada
ALG3;45.954806;-78.072733;NA12;1;Lake Traverse; Canada
ALGA;37.667104;-0.8627;IGS08;1;El Algar; Spain
ALGC;36.111044;-5.444173;IGS08;1;Algeciras; Spain
ALGO;45.9558;-78.071367;NA12;1;Lake Traverse; Canada
ALGR;31.829029;-86.617435;NA12;1;Greenville; USA
ALGY;47.461179;-354.393681;IGS08;1;Arc-lès-Gray; France
ALH1;34.133291;-88.001878;NA12;1;Hamilton; USA
ALHC;33.523735;-85.63486;NA12;1;Hollis Crossroads; USA
ALHL;33.887583;-86.39795;NA12;1;Appalachian; USA
ALIC;-23.670117;-226.114482;IGS08;1;Stuart NT; Australia
ALIF;41.327032;-345.665388;IGS08;1;Alife; Italy
ALIN;44.923128;-351.383662;IGS08;1;Alessandria; Italy
ALJA;33.831894;-87.277581;NA12;1;Jasper; USA
ALLA;32.917406;-85.4005;NA12;1;La Fayette; USA
ALLE;45.198777;-356.288245;IGS08;1;Allègre; France
ALLG;39.653866;-78.730701;NA12;1;Cumberland; USA
ALM1;36.832234;-2.484971;IGS08;1;Almería; Spain
ALM2;48.556986;-71.638203;NA12;1;Alma; Canada
