"Fecha","Lon","Lat"
2009-08-23,-70.068965886366,-20.1771262447949
2009-08-24,-70.0689658692644,-20.1771262517797
2009-08-25,-70.0689658926908,-20.1771262337014
2009-08-26,-70.0689658917236,-20.1771262273785
2009-08-27,-70.0689658655712,-20.177126251069
2009-08-28,-70.0689658830434,-20.1771262254645
2009-08-29,-70.0689658891714,-20.1771262342137
2009-08-30,-70.0689658933031,-20.1771262288761
2009-08-31,-70.0689658820002,-20.1771262392866
2009-09-01,-70.0689658884008,-20.1771262482455
2009-09-02,-70.0689658837931,-20.1771262626843
2009-09-03,-70.0689658884347,-20.1771262552616
2009-09-04,-70.0689658944826,-20.1771262622891
2009-09-05,-70.068965885677,-20.1771262516917
2009-09-06,-70.0689658757677,-20.177126253861
2009-09-07,-70.0689658939871,-20.1771262411681
2009-09-08,-70.0689658746633,-20.1771262609413
2009-09-09,-70.0689658922638,-20.1771262664648
2009-09-10,-70.0689658665095,-20.1771262543348
2009-09-11,-70.0689658785468,-20.1771262354107
2009-09-12,-70.0689658811462,-20.1771262521847
2009-09-13,-70.0689658865795,-20.1771262468664
2009-09-14,-70.0689658789939,-20.1771262573608
2009-09-15,-70.0689658743678,-20.1771262746402
2009-09-16,-70.0689658577076,-20.1771262492854
2009-09-17,-70.0689658769036,-20.1771262510238
2009-09-18,-70.0689658868322,-20.1771262606692
2009-09-19,-70.0689658816341,-20.1771262492266
2009-09-20,-70.0689658836007,-20.1771262412384
2009-09-21,-70.0689658856163,-20.177126246128
2009-09-22,-70.0689658819017,-20.1771262480565
2009-09-23,-70.0689658804506,-20.1771262371344
2009-09-24,-70.0689658854196,-20.177126243876
2009-09-25,-70.0689658740224,-20.1771262389301
2009-09-26,-70.0689658747637,-20.1771262301138
2009-09-27,-70.0689658854044,-20.1771262412211
2009-09-28,-70.0689658728555,-20.1771262305332
2009-09-29,-70.0689658618122,-20.1771262505343
2009-09-30,-70.0689658780092,-20.1771262383187
2009-10-01,-70.0689658561828,-20.1771262346043
2009-10-02,-70.068965879723,-20.1771262415198
2009-10-03,-70.0689658714847,-20.1771262485551
2009-10-04,-70.0689658752887,-20.1771262345761
2009-10-05,-70.0689658739904,-20.1771262414116
2009-10-06,-70.0689658745888,-20.1771262414911
2009-10-07,-70.0689658696766,-20.1771262261319
2009-10-08,-70.0689658727106,-20.1771262338507
2009-10-09,-70.0689658759457,-20.1771262223938
2009-10-10,-70.0689658811303,-20.1771262247777
2009-10-11,-70.068965885502,-20.1771262314963
2009-10-12,-70.0689658720406,-20.1771262429718
2009-10-13,-70.068965872199,-20.1771262340196
2009-10-14,-70.0689658665111,-20.1771262357955
2009-10-15,-70.0689658761896,-20.1771262335982
2009-10-16,-70.068965870238,-20.1771262207402
2009-10-17,-70.0689658632919,-20.1771262248148
2009-10-18,-70.0689658756413,-20.1771262299397
2009-10-19,-70.0689658736091,-20.1771262141566
2009-10-20,-70.0689658753925,-20.1771262261356
2009-10-21,-70.0689658690912,-20.1771262428276
2009-10-22,-70.068965869514,-20.1771262230306
2009-10-23,-70.0689658735842,-20.1771262210967
2009-10-24,-70.0689658798359,-20.1771262255142
2009-10-25,-70.0689658597016,-20.1771262297994
2009-10-26,-70.0689658801272,-20.1771262251741
2009-10-27,-70.0689658647062,-20.1771262208571
2009-10-28,-70.0689658876726,-20.1771262216362
2009-10-29,-70.0689658680214,-20.1771262166227
2009-10-30,-70.0689658630098,-20.1771262106302
2009-10-31,-70.0689658702161,-20.1771262372815
2009-11-01,-70.0689658612491,-20.1771262367461
2009-11-02,-70.0689658758025,-20.1771262171718
2009-11-03,-70.0689658729561,-20.1771262156553
2009-11-04,-70.0689658758537,-20.1771262251128
2009-11-05,-70.0689658549735,-20.177126224172
2009-11-06,-70.0689658691707,-20.1771262216732
2009-11-07,-70.0689658687759,-20.1771262199623
2009-11-08,-70.0689658603711,-20.1771262274766
2009-11-09,-70.0689658704804,-20.1771262065241
2009-11-10,-70.0689658650808,-20.177126215356
2009-11-11,-70.0689658708542,-20.1771262200072
2009-11-12,-70.068965882601,-20.177126229867
2009-11-13,-70.0689658865025,-20.1771262246713
2009-11-14,-70.0689658703686,-20.17712621004
2009-11-15,-70.0689658786494,-20.1771262076619
2009-11-16,-70.0689658791768,-20.1771262083229
2009-11-17,-70.0689658761264,-20.1771262017938
2009-11-18,-70.0689658876653,-20.1771262316596
2009-11-19,-70.0689658822615,-20.177126220021
2009-11-20,-70.0689658780001,-20.1771262009393
2009-11-21,-70.0689658814264,-20.1771262095146
2009-11-22,-70.0689658811735,-20.1771262097407
2009-11-23,-70.0689658719893,-20.1771262248104
2009-11-24,-70.0689658724498,-20.1771261962249
2009-11-25,-70.068965873611,-20.1771262240371
2009-11-26,-70.0689658628535,-20.1771262323581
2009-11-27,-70.0689658691684,-20.1771262236954
2009-11-28,-70.0689658805272,-20.177126202192
2009-11-29,-70.0689658645633,-20.1771261884541
2009-11-30,-70.0689658568994,-20.1771262134943
2009-12-01,-70.0689658616256,-20.17712621417
2009-12-02,-70.0689658616088,-20.1771261982453
2009-12-03,-70.0689658587408,-20.1771262218979
2009-12-04,-70.0689658593135,-20.1771262199377
2009-12-05,-70.0689658686068,-20.177126209922
2009-12-06,-70.068965862944,-20.1771261948096
2009-12-07,-70.0689658596995,-20.1771261974546
2009-12-08,-70.0689658438302,-20.1771262024911
2009-12-09,-70.0689658649603,-20.1771261946237
2009-12-10,-70.0689658652836,-20.1771262012434
2009-12-11,-70.0689658520719,-20.177126189711
2009-12-12,-70.0689658479103,-20.1771261823268
