"Fecha","Lon","Lat"
2016-02-26,-72.9533458320251,-43.775127985621
2016-02-27,-72.953345874235,-43.775127997333
2016-02-28,-72.9533458513284,-43.7751279948257
2016-02-29,-72.9533458550321,-43.7751280073814
2016-03-01,-72.953345875272,-43.7751279887228
2016-03-02,-72.9533458713983,-43.7751279855672
2016-03-03,-72.9533458635286,-43.7751280069609
2016-03-04,-72.9533458657405,-43.7751279966145
2016-03-05,-72.9533458852843,-43.7751279894052
2016-03-06,-72.953345877051,-43.7751280059137
2016-03-07,-72.9533458854772,-43.7751280141703
2016-03-08,-72.9533458521161,-43.7751280282332
2016-03-09,-72.9533458601632,-43.7751280020742
2016-03-10,-72.9533458958746,-43.7751280059882
2016-03-11,-72.9533459103799,-43.7751280240705
2016-03-12,-72.9533458986773,-43.7751280045574
2016-03-13,-72.9533459136568,-43.7751279945246
2016-03-14,-72.9533458948753,-43.7751279998206
2016-03-15,-72.9533459313166,-43.7751279856232
2016-03-16,-72.9533459068308,-43.7751279920981
2016-03-17,-72.9533459336127,-43.77512797243
2016-03-18,-72.9533459152647,-43.7751279659379
2016-03-19,-72.9533459199427,-43.7751279576852
2016-03-20,-72.9533459148508,-43.7751279566546
2016-03-21,-72.9533459277932,-43.7751279850939
2016-03-22,-72.953345877708,-43.7751279421341
2016-03-23,-72.953345917995,-43.7751279759846
2016-03-24,-72.9533459298275,-43.775127997093
2016-03-25,-72.9533458796577,-43.7751279668625
2016-03-26,-72.953345919842,-43.7751279784518
2016-03-27,-72.9533458943103,-43.7751280087646
2016-03-28,-72.9533459350027,-43.7751279472901
2016-03-29,-72.953345938592,-43.7751279139206
2016-03-30,-72.9533458864463,-43.7751279425311
2016-03-31,-72.9533458921317,-43.775127962388
2016-04-01,-72.9533458536796,-43.7751279894876
2016-04-02,-72.9533458702006,-43.7751279944763
2016-04-03,-72.9533458653829,-43.7751279743648
2016-04-04,-72.9533458381952,-43.7751279612838
2016-04-05,-72.9533458741538,-43.7751279448102
2016-04-06,-72.9533458604955,-43.7751278528921
2016-04-07,-72.9533458672311,-43.7751280022157
2016-04-08,-72.9533458791774,-43.7751279921769
2016-04-09,-72.9533458613235,-43.7751279842498
2016-04-10,-72.9533458405717,-43.7751279999665
2016-04-11,-72.9533458532103,-43.7751279606351
2016-04-12,-72.9533458332695,-43.7751279450986
2016-04-13,-72.9533458477338,-43.7751278798662
2016-04-14,-72.9533458102689,-43.7751279662745
2016-04-15,-72.953345876057,-43.7751279491743
2016-04-16,-72.9533458232974,-43.7751279817541
2016-04-17,-72.9533458439776,-43.7751279636918
2016-04-18,-72.9533458341641,-43.7751279753631
2016-04-19,-72.9533458508238,-43.7751279125521
2016-04-20,-72.9533458519848,-43.7751279721537
2016-04-21,-72.9533458108433,-43.7751279804153
2016-04-22,-72.953345859218,-43.775127903921
2016-04-23,-72.953345840589,-43.7751279247762
2016-04-24,-72.9533458493978,-43.7751279744745
2016-04-25,-72.9533458266083,-43.7751279402383
2016-04-26,-72.9533458160291,-43.7751279567776
2016-04-27,-72.9533458142474,-43.7751279444587
2016-04-28,-72.9533458473215,-43.7751279356039
2016-04-29,-72.9533458398682,-43.7751279565967
2016-04-30,-72.9533458659491,-43.7751279664162
2016-05-01,-72.9533458185053,-43.7751279637785
2016-05-02,-72.9533458091746,-43.7751279762084
2016-05-03,-72.953345836165,-43.7751279502081
2016-05-04,-72.9533458074161,-43.7751279647527
2016-05-05,-72.9533458540534,-43.7751279702452
2016-05-06,-72.9533458505199,-43.775127948993
2016-05-07,-72.953345859282,-43.7751279428395
2016-05-08,-72.9533458680975,-43.7751279554698
2016-05-09,-72.953345841865,-43.7751279738333
2016-05-10,-72.9533458596621,-43.7751279562578
2016-05-11,-72.9533458220557,-43.7751279473405
2016-05-12,-72.9533458217588,-43.7751279525108
2016-05-13,-72.9533458222335,-43.7751279466909
2016-05-14,-72.9533458240784,-43.7751279639042
2016-05-15,-72.9533458247445,-43.7751279516484
2016-05-16,-72.9533458054028,-43.7751279420572
2016-05-17,-72.9533458317149,-43.7751279475252
2016-05-18,-72.9533458567624,-43.7751279496114
2016-05-19,-72.9533458277659,-43.7751279553826
2016-05-20,-72.9533457962036,-43.7751279494474
2016-05-21,-72.953345818549,-43.7751279566144
2016-05-22,-72.9533458487349,-43.775127967082
2016-05-23,-72.953345806219,-43.7751279683319
2016-05-24,-72.9533458620363,-43.7751279483365
2016-05-25,-72.953345845885,-43.7751279488379
2016-05-26,-72.9533458402709,-43.7751279608677
2016-05-27,-72.9533458452683,-43.7751279636687
2016-05-28,-72.9533458541531,-43.7751279503006
2016-05-29,-72.9533458796021,-43.7751279364251
2016-05-30,-72.9533458790379,-43.7751279624319
2016-05-31,-72.9533458682385,-43.7751279546471
2016-06-01,-72.9533458564095,-43.775127971653
