"Fecha","Lon","Lat"
2010-05-09,-72.804873004344,-36.1470222320221
2010-05-10,-72.8048730376033,-36.1470222130202
2010-05-11,-72.8048730432506,-36.1470222186094
2010-05-12,-72.804873047376,-36.1470222288498
2010-05-13,-72.8048730637664,-36.1470222016996
2010-05-14,-72.8048730276513,-36.1470222216091
2010-05-15,-72.8048730375952,-36.1470222131504
2010-05-16,-72.8048730326966,-36.1470222115743
2010-05-17,-72.804873042309,-36.1470222053134
2010-05-18,-72.8048730459347,-36.1470222215973
2010-05-19,-72.804873028391,-36.1470222312703
2010-05-20,-72.8048730506581,-36.1470222005773
2010-05-21,-72.8048730803169,-36.1470222020374
2010-05-22,-72.8048730454071,-36.1470222131193
2010-05-23,-72.804873085902,-36.1470222033709
2010-05-24,-72.8048730814785,-36.147022218909
2010-05-25,-72.8048730703846,-36.1470222354403
2010-05-26,-72.8048730953626,-36.1470222037525
2010-05-27,-72.8048730936558,-36.1470221883015
2010-05-28,-72.8048731100904,-36.1470221770739
2010-05-29,-72.8048731061274,-36.1470221957706
2010-05-30,-72.8048730971469,-36.1470221977342
2010-05-31,-72.8048730777368,-36.147022195728
2010-06-01,-72.8048730994467,-36.1470222005986
2010-06-02,-72.8048731140109,-36.1470221723994
2010-06-03,-72.8048731160676,-36.1470222146796
2010-06-04,-72.8048730984872,-36.1470221915782
2010-06-05,-72.8048731050978,-36.1470221999351
2010-06-06,-72.8048731217623,-36.1470221884742
2010-06-07,-72.8048731220272,-36.1470222017805
2010-06-08,-72.8048731235531,-36.1470222124702
2010-06-09,-72.8048731290729,-36.1470221903166
2010-06-10,-72.8048731283311,-36.1470221795499
2010-06-11,-72.8048731232093,-36.1470221634103
2010-06-12,-72.8048731484024,-36.1470221797964
2010-06-13,-72.8048731439043,-36.1470221801951
2010-06-14,-72.8048731646877,-36.1470221843096
2010-06-15,-72.8048731924292,-36.1470222046724
2010-06-16,-72.8048731566678,-36.1470222107801
2010-06-17,-72.8048731615961,-36.1470222312269
2010-06-18,-72.8048731745705,-36.1470222230379
2010-06-19,-72.8048732129342,-36.1470222277748
2010-06-20,-72.8048731978432,-36.1470222281016
2010-06-21,-72.8048731926825,-36.1470222159409
2010-06-22,-72.8048732119355,-36.1470222325632
2010-06-23,-72.804873223334,-36.1470222833818
2010-06-24,-72.8048731925836,-36.1470222968391
2010-06-25,-72.8048731982413,-36.1470222821165
2010-06-26,-72.8048732091287,-36.1470223041567
2010-06-27,-72.8048732133307,-36.1470223024933
2010-06-28,-72.8048731896864,-36.1470223126172
2010-06-29,-72.8048732308474,-36.1470223033578
2010-06-30,-72.8048732329957,-36.1470222921513
2010-07-01,-72.8048732213839,-36.1470223051186
2010-07-02,-72.8048732372129,-36.1470223038181
2010-07-03,-72.8048732432446,-36.1470223075857
2010-07-04,-72.8048732130395,-36.1470223447996
2010-07-05,-72.804873224774,-36.1470223260924
2010-07-06,-72.8048732139557,-36.1470223212939
2010-07-07,-72.8048732162248,-36.1470223228416
2010-07-08,-72.8048732402515,-36.1470223167259
2010-07-09,-72.8048732102567,-36.1470222892475
2010-07-10,-72.8048732262189,-36.1470222873185
2010-07-11,-72.8048732328605,-36.1470223007102
2010-07-12,-72.8048732283531,-36.1470222819673
2010-07-13,-72.8048732157389,-36.1470223009018
2010-07-14,-72.8048732236601,-36.1470223164868
2010-07-15,-72.8048732139653,-36.1470222906143
2010-07-16,-72.8048732384746,-36.147022278543
2010-07-17,-72.8048732214523,-36.1470222888203
2010-07-18,-72.8048732264372,-36.1470222897496
2010-07-19,-72.8048732449863,-36.1470222940089
2010-07-20,-72.8048732388241,-36.1470222870789
2010-07-21,-72.8048732625943,-36.1470222957035
2010-07-22,-72.8048732430914,-36.147022296452
2010-07-23,-72.8048732295305,-36.1470222802209
2010-07-24,-72.8048732463717,-36.1470222989295
2010-07-25,-72.8048732351482,-36.1470223048892
2010-07-26,-72.8048732405206,-36.1470222865436
2010-07-27,-72.8048732593663,-36.1470222890705
2010-07-28,-72.8048732443141,-36.147022280197
2010-07-29,-72.8048732687493,-36.1470222838252
2010-07-30,-72.804873280866,-36.1470222903672
2010-07-31,-72.8048732499272,-36.1470222871306
2010-08-01,-72.8048732678299,-36.1470222891955
2010-08-02,-72.8048732762345,-36.1470222644572
2010-08-03,-72.8048732683945,-36.1470222815818
2010-08-04,-72.8048732701584,-36.1470222543988
2010-08-05,-72.8048732776581,-36.1470222746077
2010-08-06,-72.8048733104026,-36.1470222587914
2010-08-07,-72.8048732771362,-36.1470222612913
2010-08-08,-72.8048732934927,-36.1470222738438
2010-08-09,-72.8048732770659,-36.1470222709422
2010-08-10,-72.8048732820184,-36.147022266816
2010-08-11,-72.8048733055598,-36.1470222566207
2010-08-12,-72.8048732899398,-36.1470222501552
2010-08-13,-72.804873268342,-36.1470222719517
2010-08-14,-72.8048732756652,-36.1470222686637
2010-08-15,-72.8048732802192,-36.1470222564834
2010-08-16,-72.8048733161371,-36.1470222369762
2010-08-17,-72.8048733724324,-36.1470222386602
2010-08-18,-72.8048732902633,-36.1470222638608
2010-08-19,-72.8048732852268,-36.147022256172
2010-08-20,-72.8048732800417,-36.1470222436429
2010-08-21,-72.804873309082,-36.1470222499341
2010-08-22,-72.8048733016401,-36.1470222497403
2010-08-23,-72.8048733086854,-36.1470222488296
2010-08-24,-72.8048733320225,-36.1470222686648
2010-08-25,-72.8048733248219,-36.1470222433138
2010-08-26,-72.8048733237131,-36.1470222433896
2010-08-27,-72.8048733390059,-36.1470222313838
2010-08-28,-72.8048733187401,-36.1470222632713
